SEMESTER,SUBJECT,CATALOGNUMBER,LOCATION,ENROLMENTCAPACITY,ENROLMENTTOTAL,INSTRUCTORS,COMPONENTCODE
1064,CMPT,430,BURNABY,5,3,Harriet Chicoine,SEC
1147,ENSC,252,BURNABY,0,0,Lakshman One,LAB
1131,CMPT,816,BURNABY,20,5,Qianping Gu,LEC
1147,ENSC,252,BURNABY,40,38,Lakshman One,LAB
1071,KIN,452,BURNABY,10,4,Darleen Bemister,PRA
1074,KIN,498,BURNABY,5,1,(null),SEC
1134,CMPT,120,BURNABY,26,24,Muntaseer Salahuddin,LAB
1147,ENSC,461,BURNABY,11,11,Meenakshinathan Parameswaran,LEC
1007,CMNS,881,BURNABY,9999,0,(null),CNV
1007,ENSC,488,BURNABY,9999,0,(null),CNV
1011,CMNS,494,BURNABY,9999,0,(null),CNV
1011,TECH,152,BURNABY,9999,0,(null),CNV
1011,CMNS,205,BURNABY,9999,0,(null),CNV
1014,REM,802,BURNABY,9999,0,(null),CNV
1157,MSE,250,SURREY,36,0,Ahmad Rad,LAB
1014,CMNS,446,BURNABY,9999,0,(null),CNV
1014,CMPT,310,BURNABY,9999,0,(null),CNV
1151,CMPT,165,BURNABY,75,70,". Faculty, Stephen Makonin",SEC
1021,INTD,305,SURREY,999,0,(null),OLC
1161,CMPT,897,BURNABY,10,2,. Faculty,SEC
1047,CMNS,210,BURNABY,72,69,Kirsten McAllister,LEC
1037,KIN,142,BURNABY,18,19,(null),LAB
1047,CMPT,120,SURREY,29,27,(null),TUT
1084,CMNS,323,HRBRCNTR,14,8,(null),TUT
1027,CMNS,815,BURNABY,20,6,Ellen Balka,SEM
1094,CMNS,363,BURNABY,25,20,(null),LAB
1044,KIN,351,BURNABY,20,5,Darleen Bemister,SEC
1001,INTD,602,BURNABY,9999,0,(null),CNV
1007,ETEC,691,BURNABY,9999,0,(null),CNV
1007,CMPT,831,BURNABY,9999,0,(null),CNV
1001,ENSC,230,BURNABY,9999,0,(null),CNV
1051,IAT,206,SURREY,48,28,Niranjan Rajah,LEC
1047,ITEC,699,SURREY,25,1,"Marek Hatala, Robert Woodbury",SEC
1047,CMNS,310,BURNABY,35,46,Richard Gruneau,SEM
1001,CMPT,409,BURNABY,9999,0,(null),CNV
1007,ENSC,424,BURNABY,9999,0,(null),CNV
1051,REM,631,BURNABY,35,28,Kenneth Lertzman,SEM
1061,CMPT,891,BURNABY,60,45,. Faculty,SEM
1061,IAT,101,SURREY,29,13,Kathryn Armstrong,STL
1061,CMNS,892,BURNABY,5,0,Marcia Shimizu,PRA
1051,REM,699,BURNABY,120,32,(null),SEC
1067,CMNS,495,BURNABY,35,4,Marcia Shimizu,PRA
1014,CMPT,475,BURNABY,9999,0,(null),CNV
1044,MTEC,692,SURREY,25,0,(null),SEC
1054,CMNS,223,BURNABY,18,18,(null),TUT
1057,ENSC,892,BURNABY,30,1,. Faculty,SEC
1124,CMPT,320,BURNABY,110,105,Steven Pearce,LEC
1147,ENSC,252,BURNABY,24,14,Lakshman One,LAB
1067,IAT,209,SURREY,48,0,(null),SEM
1134,CMPT,120,BURNABY,26,26,Muntaseer Salahuddin,LAB
1134,CMPT,120,BURNABY,26,25,Muntaseer Salahuddin,LAB
1074,CMNS,261,BURNABY,90,37,Donald Gutstein,SEC
1014,ENSC,101,BURNABY,9999,0,(null),CNV
1017,KIN,342,BURNABY,9999,0,(null),CNV
1024,CMPT,320,BURNABY,20,20,(null),TUT
1024,CMPT,320,BURNABY,40,40,Steven Pearce,LEC
1031,CMNS,223,BURNABY,17,17,(null),TUT
1031,CMNS,223,BURNABY,17,16,(null),TUT
1034,ENSC,295,BURNABY,30,14,Andrew Jenkins,SEC
1164,MSE,496,SURREY,5,0,(null),LAB
1091,CMNS,230,BURNABY,18,19,(null),TUT
1037,TECH,114,SURREY,24,22,Yaana Dancer,OLC
1091,CMNS,230,BURNABY,18,19,(null),TUT
1091,CMPT,411,BURNABY,20,15,James Delgrande,LEC
1121,CMPT,815,BURNABY,10,7,Ramesh Krishnamurti,LEC
1091,CMNS,230,BURNABY,18,20,(null),TUT
1091,CMNS,260,BURNABY,18,14,(null),TUT
1091,CMNS,260,BURNABY,18,18,(null),TUT
1091,CMNS,260,BURNABY,90,96,Amir Hassan Ghaseminejad Tafreshi,LEC
1117,ENSC,894,BURNABY,10,6,"John Jones, Kamal Gupta",LEC
1017,CMNS,855,BURNABY,9999,0,(null),CNV
1021,ITEC,331,SURREY,999,0,(null),INS
1141,MSE,393,OFF,10,5,Harriet Chicoine,SEC
1157,ENSC,195,OFF,25,9,Harriet Chicoine,SEC
1157,CMPT,429,OFF,10,0,Harriet Chicoine,SEC
1031,REM,699,BURNABY,110,38,(null),SEC
1031,CMNS,223,BURNABY,18,14,(null),TUT
1037,TECH,112,SURREY,24,5,John Bowes,INS
1037,REM,100,BURNABY,126,110,William De La Mare,LEC
1037,REM,100,BURNABY,18,16,(null),TUT
1037,REM,100,BURNABY,18,15,(null),TUT
1037,REM,100,BURNABY,18,16,(null),TUT
1037,REM,100,BURNABY,18,18,(null),TUT
1037,REM,100,BURNABY,18,15,(null),TUT
1091,CMNS,260,BURNABY,18,23,(null),TUT
1091,CMNS,260,BURNABY,18,23,(null),TUT
1094,ENSC,224,BURNABY,33,28,(null),LAB
1097,CMPT,307,BURNABY,90,87,Andrei Bulatov,LEC
1127,ENSC,387,BURNABY,50,25,Reza Sabzehgar,LEC
1157,ENSC,494,BURNABY,5,1,(null),SEC
1027,ENSC,327,BURNABY,0,0,(null),OPL
1031,CMNS,223,BURNABY,18,17,(null),TUT
1031,CMNS,223,BURNABY,141,134,Zoe Druick,LEC
1164,ENSC,891,BURNABY,40,8,(null),SEC
1037,REM,100,BURNABY,18,14,(null),TUT
1037,REM,100,BURNABY,18,16,(null),TUT
1091,CMNS,230,BURNABY,18,19,(null),TUT
1094,ENSC,224,BURNABY,33,32,(null),LAB
1121,ENSC,892,BURNABY,80,8,(null),SEC
1094,ENSC,224,BURNABY,75,70,Meenakshinathan Parameswaran,LEC
1127,ENSC,387,BURNABY,50,25,Reza Sabzehgar,TUT
1097,ENSC,396,BURNABY,50,1,(null),SEC
1121,ENSC,427,BURNABY,40,35,Ljiljana Trajkovic,LEC
1004,CMNS,480,BURNABY,9999,0,(null),CNV
1127,CMPT,626,OFF,2,0,"Cristina Eftenaru, Harriet Chicoine",PRA
1134,ENSC,220,BURNABY,39,39,Meenakshinathan Parameswaran,LAB
1111,ENSC,483,BURNABY,1,0,(null),OPL
1091,CMNS,495,BURNABY,25,5,Marcia Shimizu,PRA
1001,CMNS,880,BURNABY,9999,0,(null),CNV
1001,CMPT,823,BURNABY,9999,0,(null),CNV
1121,CMPT,899,BURNABY,130,92,. Faculty,SEC
1007,KIN,861,BURNABY,9999,0,(null),CNV
1127,CMPT,429,METRO,5,1,"Harriet Chicoine, John McDonald",SEC
1111,CMPT,496,SURREY,3,3,"Brian Fraser, John Edgar, Toby Donaldson",SEM
1134,ENSC,196,BURNABY,25,12,(null),SEC
1081,CMNS,498,BURNABY,15,4,. Faculty,SEC
1081,CMPT,307,BURNABY,75,46,Joseph Peters,LEC
1137,DDP,210,OFF,30,5,Ze-Nian Li,SEC
1081,CMNS,371,BURNABY,70,69,Maureen Gillis,SEC
1077,CMNS,240,BURNABY,90,88,Dal Jin,LEC
1077,CMNS,240,BURNABY,18,14,(null),TUT
1004,REM,671,BURNABY,9999,0,(null),CNV
1124,ENSC,194,SURREY,25,0,(null),SEC
1107,ENSC,400,BURNABY,7,6,. Faculty,SEC
1007,CMPT,118,BURNABY,9999,0,(null),CNV
1107,ENSC,296,SURREY,10,6,(null),SEC
1107,CMPT,426,OFF,13,12,Harriet Chicoine,SEC
1137,ENSC,120,BURNABY,30,29,Meenakshinathan Parameswaran,LAB
1131,ENSC,280,SURREY,100,102,Erik Kjeang,LEC
1131,ENSC,280,SURREY,50,52,Erik Kjeang,LAB
1131,ENSC,280,SURREY,50,50,Erik Kjeang,LAB
1137,ENSC,100,BURNABY,0,0,(null),TUT
1137,ENSC,100,BURNABY,0,0,(null),TUT
1077,CMNS,240,BURNABY,18,19,(null),TUT
1087,CMNS,110,SURREY,72,74,Darryl Cressman,LEC
1137,ENSC,100,BURNABY,0,0,(null),TUT
1054,CMNS,486,BURNABY,30,9,Catherine Murray,SEM
1051,KIN,865,BURNABY,10,1,Parveen Bawa,SEC
1051,KIN,382,HRBRCNTR,24,22,Stephen Brown,LEC
1137,ENSC,100,BURNABY,0,0,(null),TUT
1137,ENSC,100,BURNABY,0,0,(null),TUT
1077,CMNS,240,BURNABY,18,19,(null),TUT
1137,CMPT,250,SURREY,98,88,Brian Fraser,LEC
1137,ENSC,100,BURNABY,0,0,(null),TUT
1137,ENSC,100,BURNABY,0,0,(null),TUT
1051,ENSC,351,BURNABY,50,0,(null),LEC
1137,ENSC,100,BURNABY,0,0,(null),TUT
1071,IART,898,SURREY,50,5,. Faculty,SEC
1087,CMPT,165,SURREY,24,24,(null),LAB
1094,ENSC,803,BURNABY,30,28,Stephen Whitmore,LEC
1061,ENSC,102,BURNABY,200,172,Michael Sjoerdsma,LEC
1061,CMNS,444,BURNABY,25,16,. Faculty,SEM
1057,CMNS,258,BURNABY,16,15,(null),LAB
1057,CMNS,258,BURNABY,16,14,(null),LAB
1091,IAT,102,SURREY,24,24,Angela Tomizu,STL
1091,IAT,102,SURREY,24,24,Angela Tomizu,STL
1067,KIN,205,BURNABY,90,75,Andrew Blaber,LEC
1067,KIN,305,BURNABY,72,70,Matthew White,LEC
1081,REM,100,BURNABY,144,140,John Welch,LEC
1081,REM,100,BURNABY,18,18,. Tbd,TUT
1104,ENSC,225,BURNABY,34,34,Meenakshinathan Parameswaran,LEC
1061,IAT,480,SURREY,16,18,Russell Taylor,LEC
1061,CMPT,889,BURNABY,20,3,M. Atkins,LEC
1087,KIN,306,BURNABY,18,18,(null),TUT
1077,CMPT,165,BURNABY,29,29,Anne Lavergne,LAB
1077,CMPT,165,BURNABY,33,32,Anne Lavergne,LAB
1117,CMPT,889,BURNABY,15,8,Richard Vaughan,LEC
1117,CMPT,165,SURREY,100,95,Tamara Smyth,LEC
1117,CMPT,165,SURREY,24,22,Tamara Smyth,LAB
1127,CMPT,741,BURNABY,35,27,Ke Wang,LEC
1001,ENSC,102,BURNABY,9999,0,(null),CNV
1001,ENSC,858,BURNABY,9999,0,(null),CNV
1004,ENSC,401,BURNABY,9999,0,(null),CNV
1004,ENSC,340,BURNABY,9999,0,(null),CNV
1134,ENSC,220,BURNABY,39,39,Meenakshinathan Parameswaran,LAB
1134,ENSC,220,BURNABY,117,117,Meenakshinathan Parameswaran,LEC
1137,ENSC,305W,BURNABY,60,41,Michael Sjoerdsma,LEC
1047,ENSC,450,BURNABY,5,0,(null),OPL
1051,CMPT,889,BURNABY,30,9,Richard Vaughan,LEC
1137,ENSC,100,BURNABY,0,0,(null),TUT
1051,ENSC,351,BURNABY,50,0,(null),LAB
1137,ENSC,100,BURNABY,0,0,(null),TUT
1051,CMNS,363,BURNABY,0,0,(null),OPL
1137,ENSC,383,BURNABY,85,70,Carlo Menon,TUT
1077,CMNS,892,BURNABY,5,1,Marcia Shimizu,SEC
1051,KIN,382,HRBRCNTR,8,6,(null),LAB
1051,KIN,382,HRBRCNTR,8,8,(null),LAB
1031,ENSC,380,BURNABY,5,0,(null),LEC
1031,KIN,486,HRBRCNTR,40,12,Anne-Kristina Arnold,LEC
1137,ENSC,100,BURNABY,0,0,(null),TUT
1051,KIN,111,BURNABY,60,57,Jean Fremont,SEC
1087,CMPT,165,SURREY,72,67,Harinder Khangura,LEC
1087,CMNS,110,SURREY,18,17,(null),TUT
1087,CMNS,110,SURREY,18,20,(null),TUT
1084,KIN,205,BURNABY,0,0,(null),TUT
1054,KIN,352,BURNABY,15,14,Darleen Bemister,PRA
1054,IAT,897,SURREY,50,10,(null),SEC
1067,KIN,305,BURNABY,18,18,(null),TUT
1067,KIN,205,BURNABY,18,13,(null),TUT
1067,KIN,305,BURNABY,18,18,(null),TUT
1067,KIN,305,BURNABY,18,18,(null),TUT
1101,CMPT,454,BURNABY,60,55,Bin Zhou,LEC
1084,KIN,205,BURNABY,38,24,Parveen Bawa,LEC
1137,CMPT,275,BURNABY,80,78,Herbert Tsang,LEC
1084,KIN,205,BURNABY,19,17,(null),TUT
1091,CMPT,428,BURNABY,15,9,Harriet Chicoine,SEC
1091,CMPT,428,OFF,15,3,(null),SEC
1061,CMPT,110,SURREY,25,0,(null),LAB
1061,IAT,354,SURREY,48,10,John Dill,LEC
1061,CMPT,110,SURREY,24,12,(null),LAB
1051,CMNS,363,BURNABY,42,0,(null),OPL
1091,IAT,102,SURREY,24,24,Angela Tomizu,STL
1094,KIN,807,BURNABY,0,0,(null),SEM
1081,REM,100,BURNABY,18,17,. Tbd,TUT
1071,CMNS,235,BURNABY,15,11,(null),TUT
1071,MACM,101,BURNABY,125,96,Andrei Bulatov,LEC
1087,KIN,306,BURNABY,90,89,Charles Krieger,LEC
1087,KIN,382,BURNABY,8,8,(null),LAB
1101,CMPT,881,BURNABY,10,0,(null),LEC
1077,CMPT,165,BURNABY,28,28,Anne Lavergne,LAB
1081,CMPT,165,BURNABY,35,35,(null),LAB
1051,CMPT,466,BURNABY,65,13,. Faculty,LEC
1051,ENSC,304,BURNABY,120,0,(null),LEC
1057,CMNS,240,BURNABY,18,20,(null),TUT
1057,CMNS,240,BURNABY,90,94,Abu Jafar Md Shafiul A Bhuiyan,LEC
1024,CMPT,413,BURNABY,5,0,(null),LEC
1057,ENSC,499,BURNABY,20,5,(null),SEC
1057,CMNS,240,BURNABY,18,19,(null),TUT
1054,WKTM,400,SURREY,150,1,Geoffrey Webb,SEC
1057,CMNS,240,BURNABY,18,16,(null),TUT
1061,CMNS,858,HRBRCNTR,15,7,Andrew Feenberg,SEM
1064,WKTM,200,SURREY,50,13,"Arlette Stewart, Frances McLafferty",SEC
1064,ITEC,898,SURREY,50,2,(null),SEC
1034,IART,696,SURREY,25,1,(null),SEC
1067,CMNS,334,HRBRCNTR,18,22,(null),TUT
1067,CMPT,899,BURNABY,70,72,. Faculty,SEC
1071,CMNS,891,BURNABY,10,0,Marcia Shimizu,SEC
1081,REM,100,BURNABY,18,18,. Tbd,TUT
1081,REM,100,BURNABY,18,17,. Tbd,TUT
1071,CMNS,235,BURNABY,15,16,(null),TUT
1081,REM,100,BURNABY,18,18,. Tbd,TUT
1071,CMNS,453,BURNABY,40,26,Richard Smith,SEC
1111,ENSC,895,SURREY,10,14,Gary Wang,LEC
1087,KIN,306,BURNABY,18,18,(null),TUT
1111,CMPT,150,HRBRCNTR,26,26,Bobby Chan,LEC
1101,CMPT,300,SURREY,58,58,Harinder Khangura,LEC
1111,CMPT,150,HRBRCNTR,26,26,Bobby Chan,LAB
1081,CMPT,165,BURNABY,35,33,(null),LAB
1011,ENSC,450,BURNABY,9999,0,(null),CNV
1104,CMPT,896,BURNABY,2,1,. Faculty,SEC
1061,ENSC,495,BURNABY,10,6,Bonnie Gray,LEC
1077,CMPT,165,BURNABY,28,25,Anne Lavergne,LAB
1084,CMNS,497,BURNABY,15,1,. Faculty,SEC
1011,CMPT,320,BURNABY,9999,0,(null),CNV
1111,ENSC,350,BURNABY,0,0,(null),LEC
1051,IART,698,SURREY,15,1,James Budd,SEC
1014,INTD,601,BURNABY,9999,0,(null),CNV
1014,IART,217,BURNABY,9999,0,(null),CNV
1054,CMPT,110,BURNABY,160,70,Anthony Dixon,SEC
1111,ENSC,225,BURNABY,75,71,Marinko Sarunic,TUT
1021,CMNS,286,BURNABY,30,29,Gail Faurschou,LEC
1061,KIN,497,BURNABY,5,1,(null),SEC
1027,CMPT,430,BURNABY,35,6,Harriet Chicoine,SEC
1061,CMNS,220,HRBRCNTR,18,19,(null),TUT
1064,ENSC,201,BURNABY,120,97,Michael Volker,LEC
1061,ENSC,495,BURNABY,0,0,(null),OPL
1061,KIN,306,HRBRCNTR,30,24,Penelope Deck,LEC
1061,ENSC,495,BURNABY,0,2,(null),OPL
1027,CMPT,300,BURNABY,60,56,Bradley Bart,LEC
1061,CMNS,220,HRBRCNTR,18,16,(null),TUT
1061,CMNS,220,HRBRCNTR,18,20,(null),TUT
1067,IAT,400,SURREY,24,0,(null),LEC
1067,CMPT,126,HRBRCNTR,20,7,(null),TUT
1067,CMNS,334,HRBRCNTR,54,61,Alison Beale,LEC
1067,CMNS,334,HRBRCNTR,18,21,(null),TUT
1037,TECH,111,SURREY,24,5,John Bowes,INS
1071,CMPT,408,BURNABY,30,14,Ayse Ergun,LEC
1071,CMNS,425,HRBRCNTR,36,30,James Rennie,SEM
1077,CMPT,889,BURNABY,10,1,Alexander Schoenhuth,LEC
1074,KIN,326,BURNABY,50,33,Josephine Anthony,LEC
1061,IAT,101,SURREY,29,31,James Phillips,STL
1061,KIN,452,BURNABY,10,4,Darleen Bemister,PRA
1067,CMPT,881,BURNABY,20,7,Arvind Gupta,LEC
1067,CMPT,126,HRBRCNTR,20,7,Aaron Hunter,LEC
1067,CMNS,261,BURNABY,45,39,Donald Gutstein,SEC
1064,KIN,806,BURNABY,15,5,Theodore Milner,SEM
1037,IART,692,SURREY,48,8,Jim Bizzocchi,INS
1067,CMPT,250,SURREY,20,6,(null),LAB
1067,CMPT,250,SURREY,20,16,(null),LAB
1037,CMPT,710,BURNABY,30,10,(null),LEC
1074,CMNS,387,HRBRCNTR,18,19,(null),TUT
1077,IAT,410,SURREY,24,12,Yingchen Yang,LAB
1061,IAT,261,SURREY,48,0,(null),INS
1077,CMNS,353,HRBRCNTR,54,35,Peter Chow-White,LEC
1047,CMPT,426,BURNABY,50,25,Harriet Chicoine,SEC
1051,CMNS,363,BURNABY,0,0,(null),OPL
1087,KIN,382,BURNABY,8,8,(null),LAB
1074,KIN,452,BURNABY,10,8,Darleen Bemister,PRA
1087,KIN,306,BURNABY,18,18,(null),TUT
1111,ENSC,895,SURREY,10,14,(null),TUT
1111,ENSC,395,OFF,10,6,(null),SEC
1104,ENSC,494,BURNABY,1,1,(null),SEC
1014,KIN,312,BURNABY,9999,0,(null),CNV
1011,CMNS,333,BURNABY,9999,0,(null),CNV
1111,CMPT,110,BURNABY,45,42,Richard Frank,SEC
1021,CMPT,426,BURNABY,50,34,(null),SEC
1057,CMPT,894,BURNABY,50,3,Jian Pei,SEC
1057,IAT,100,SURREY,29,29,Cynthia Poremba,STL
1027,KIN,807,BURNABY,10,0,Stephen Brown,SEC
1061,KIN,407,BURNABY,13,12,Robert Asmundson,LAB
1061,KIN,306,HRBRCNTR,16,14,(null),TUT
1067,CMNS,334,HRBRCNTR,18,18,(null),TUT
1071,CMNS,259,BURNABY,0,0,(null),SEC
1077,CMNS,130W,BURNABY,16,16,(null),TUT
1077,CMNS,130W,BURNABY,16,18,(null),TUT
1077,CMNS,130W,BURNABY,16,17,(null),TUT
1077,IAT,410,SURREY,24,22,Yingchen Yang,LAB
1077,CMNS,353,HRBRCNTR,18,12,(null),LAB
1044,CMNS,110,BURNABY,95,96,Donald Gutstein,SEC
1014,REM,691,BURNABY,9999,0,(null),CNV
1004,CMNS,200,BURNABY,9999,0,(null),CNV
1017,MTEC,210,BURNABY,9999,0,(null),CNV
1017,KIN,446,BURNABY,9999,0,(null),CNV
1081,CMNS,304W,BURNABY,15,15,(null),TUT
1021,TECH,137,SURREY,50,0,(null),STL
1021,TECH,137,SURREY,50,0,(null),STL
1021,TECH,111,SURREY,999,0,(null),OLC
1021,TECH,137,SURREY,50,0,(null),STL
1021,TECH,137,SURREY,50,0,(null),STL
1021,TECH,137,SURREY,50,0,(null),STL
1004,TECH,166,BURNABY,9999,0,(null),CNV
1007,TECH,105,BURNABY,9999,0,(null),CNV
1011,MTEC,253,BURNABY,9999,0,(null),CNV
1037,ENSC,894,BURNABY,8,9,Glenn Chapman,LEC
1027,ENSC,325,BURNABY,5,1,(null),LEC
1041,TECH,124,SURREY,96,0,"Cynthia Poremba, Susan Clements-Vivian, Yaana Dancer",OPL
1034,CMNS,342,HRBRCNTR,18,15,(null),TUT
1034,ENSC,425,BURNABY,35,0,Lakshman One,LEC
1037,CMNS,223,BURNABY,17,15,(null),TUT
1037,KIN,306,BURNABY,18,8,(null),TUT
1021,CMNS,855,BURNABY,5,0,Alison Beale,SEM
1074,CMPT,880,BURNABY,20,0,(null),LEC
1077,CMNS,130W,BURNABY,16,17,(null),TUT
1074,KIN,326,BURNABY,25,11,(null),LAB
1074,CMNS,387,HRBRCNTR,72,52,Roman Onufrijchuk,LEC
1077,CMNS,130W,BURNABY,16,15,(null),TUT
1077,CMNS,130W,BURNABY,16,12,(null),TUT
1077,CMNS,130W,BURNABY,16,14,(null),TUT
1077,IART,899,SURREY,3,3,(null),SEC
1047,REM,662,BURNABY,25,6,"Evelyn Pinkerton, Frank Gobas",SEM
1014,KIN,352,BURNABY,9999,0,(null),CNV
1017,INTD,311,BURNABY,9999,0,(null),CNV
1017,ENSC,424,BURNABY,9999,0,(null),CNV
1021,TECH,137,SURREY,50,0,(null),STL
1081,CMNS,304W,BURNABY,15,12,(null),TUT
1021,KIN,343,BURNABY,32,30,Scott Lear,LEC
1077,CMNS,110,BURNABY,18,20,(null),TUT
1077,CMNS,110,BURNABY,18,18,(null),TUT
1077,CMNS,110,BURNABY,18,15,(null),TUT
1021,TECH,121,SURREY,999,0,(null),INS
1024,ITEC,697,SURREY,10,0,(null),SEC
1001,ENSC,899,BURNABY,9999,0,(null),CNV
1077,CMNS,110,BURNABY,18,19,(null),TUT
1001,IART,601,BURNABY,9999,0,(null),CNV
1004,ENSC,832,BURNABY,9999,0,(null),CNV
1061,CMPT,881,BURNABY,20,0,(null),LEC
1004,CMPT,275,BURNABY,9999,0,(null),CNV
1004,CMNS,456,BURNABY,9999,0,(null),CNV
1021,TECH,137,SURREY,50,0,(null),STL
1081,CMNS,304W,BURNABY,15,13,(null),TUT
1077,CMNS,110,BURNABY,18,14,(null),TUT
1077,CMNS,110,BURNABY,18,18,(null),TUT
1077,CMNS,110,BURNABY,18,17,(null),TUT
1077,CMNS,110,BURNABY,18,19,(null),TUT
1004,KIN,402,BURNABY,9999,0,(null),CNV
1077,CMNS,110,BURNABY,18,17,(null),TUT
1077,CMNS,110,BURNABY,18,18,(null),TUT
1031,CMPT,307,BURNABY,5,1,(null),LEC
1041,TECH,124,SURREY,96,0,"Cynthia Poremba, Susan Clements-Vivian, Yaana Dancer",OPL
1027,KIN,444,BURNABY,50,30,Scott Lear,LEC
1041,TECH,124,SURREY,96,0,"Cynthia Poremba, Susan Clements-Vivian, Yaana Dancer",OPL
1034,CMNS,342,HRBRCNTR,18,15,(null),TUT
1037,CMNS,261,BURNABY,18,19,(null),TUT
1037,CMNS,261,BURNABY,108,110,Donald Gutstein,LEC
1037,CMNS,261,BURNABY,18,18,(null),TUT
1037,CMPT,201,BURNABY,150,107,Anne Lavergne,LEC
1027,IART,314,SURREY,0,0,(null),WKS
1041,CMPT,212,BURNABY,160,52,. Sessional,LEC
1041,KIN,497,BURNABY,5,2,(null),SEC
1051,IART,323,SURREY,48,49,Russell Taylor,INS
1027,TECH,112,SURREY,28,28,(null),OLC
1041,IART,330,SURREY,24,23,Susan Kozel,WKS
1047,ITEC,316,SURREY,25,2,Helmine Serban,WKS
1061,IART,407,SURREY,24,0,(null),WKS
1027,TECH,105,SURREY,56,49,(null),INS
1047,ENSC,802,BURNABY,35,10,John Bird,LEC
1004,ENSC,304,BURNABY,9999,0,(null),CNV
1011,ITEC,691,BURNABY,9999,0,(null),CNV
1137,ENSC,215,BURNABY,22,23,William Scratchley,LAB
1001,KIN,140,BURNABY,9999,0,(null),CNV
1001,ITEC,692,BURNABY,9999,0,(null),CNV
1147,CMPT,120,BURNABY,26,26,Diana Cukierman,LAB
1007,IART,692,BURNABY,9999,0,(null),CNV
1147,CMPT,120,BURNABY,26,26,Diana Cukierman,LAB
1011,CMPT,416,BURNABY,9999,0,(null),CNV
1004,CMNS,226,BURNABY,9999,0,(null),CNV
1011,CMNS,800,BURNABY,9999,0,(null),CNV
1081,CMPT,365,BURNABY,25,16,Mark Drew,LEC
1021,TECH,137,SURREY,50,0,(null),STL
1021,TECH,137,SURREY,50,0,(null),STL
1077,CMNS,110,BURNABY,18,15,(null),TUT
1077,CMNS,110,BURNABY,18,18,(null),TUT
1027,REM,899,BURNABY,15,12,(null),SEC
1004,CMPT,212,BURNABY,9999,0,(null),CNV
1014,KIN,301,BURNABY,9999,0,(null),CNV
1007,IART,613,BURNABY,9999,0,(null),CNV
1011,CMNS,426,BURNABY,9999,0,(null),CNV
1007,CMPT,852,BURNABY,9999,0,(null),CNV
1014,REM,801,BURNABY,9999,0,(null),CNV
1017,ENSC,897,BURNABY,9999,0,(null),CNV
1021,TECH,111,SURREY,999,0,(null),OLC
1034,CMPT,275,BURNABY,5,0,(null),LEC
1037,IART,691,SURREY,48,1,(null),SEC
1041,IART,691,SURREY,25,2,Robert Woodbury,INS
1031,REM,661,BURNABY,10,0,Robert Anderson,SEM
1041,CMNS,304,BURNABY,18,18,(null),TUT
1041,CMNS,304,BURNABY,18,18,(null),TUT
1164,CMPT,429,METRO,15,0,Harriet Chicoine,SEC
1044,WKTM,300,SURREY,150,4,Geoffrey Webb,SEC
1034,CMNS,342,HRBRCNTR,18,17,(null),TUT
1037,CMNS,223,BURNABY,18,17,(null),TUT
1037,IART,602,SURREY,48,12,Jim Bizzocchi,INS
1027,ITEC,310,SURREY,0,0,(null),OPL
1027,TECH,137,SURREY,30,0,(null),STL
1007,IART,697,BURNABY,9999,0,(null),CNV
1007,KIN,885,BURNABY,9999,0,(null),CNV
1011,MTEC,241,BURNABY,9999,0,(null),CNV
1137,ENSC,215,BURNABY,88,92,William Scratchley,TUT
1137,ENSC,215,BURNABY,22,24,William Scratchley,LAB
1001,KIN,310,BURNABY,9999,0,(null),CNV
1147,CMPT,475,HRBRCNTR,30,28,Danny Ridinger,LEC
1004,CMPT,150,BURNABY,9999,0,(null),CNV
1147,MSE,250,SURREY,36,36,Mohammad Narimani,LAB
1007,CMNS,247,BURNABY,9999,0,(null),CNV
1007,CMPT,XX1,BURNABY,9999,0,(null),CNV
1147,CMPT,120,BURNABY,26,26,Diana Cukierman,LAB
1044,MTEC,695,SURREY,25,0,(null),SEC
1027,IART,314,SURREY,24,22,Kenneth Newby,INS
1004,TECH,112,BURNABY,9999,0,(null),CNV
1044,KIN,305,BURNABY,18,18,(null),TUT
1004,ENSC,481,BURNABY,9999,0,(null),CNV
1047,REM,412,BURNABY,18,5,(null),LAB
1051,IART,496,SURREY,25,2,Russell Taylor,INS
1137,ENSC,215,BURNABY,88,92,William Scratchley,LEC
1141,ENSC,396,OFF,10,1,Harriet Chicoine,SEC
1147,MSE,250,SURREY,42,0,(null),LAB
1007,CMNS,358,BURNABY,9999,0,(null),CNV
1004,ENSC,320,BURNABY,9999,0,(null),CNV
1004,CMNS,456,BURNABY,9999,0,(null),CNV
1004,TECH,122,BURNABY,9999,0,(null),CNV
1004,CMPT,419,BURNABY,9999,0,(null),CNV
1004,CMPT,100,BURNABY,9999,0,(null),CNV
1004,CMNS,425,BURNABY,9999,0,(null),CNV
1107,ENSC,374,BURNABY,5,3,(null),LAB
1004,ENSC,401,BURNABY,9999,0,(null),CNV
1107,ENSC,374,BURNABY,5,3,Mehdi Moradi,LEC
1107,ENSC,374,BURNABY,5,3,Mehdi Moradi,TUT
1004,CMPT,407,BURNABY,9999,0,(null),CNV
1014,IART,245,BURNABY,9999,0,(null),CNV
1014,KIN,110,BURNABY,9999,0,(null),CNV
1014,CMNS,395,BURNABY,9999,0,(null),CNV
1014,KIN,111,BURNABY,9999,0,(null),CNV
